objectid,file name,title,description,company names,creator,architect,drawn,traced,date,date is approximate,scale,subject,location built,location created,location,latitude,longitude,digital collection,finding aid,source,identifier,rights,rightsstatement,format original,type,digital format,language,display_template,object_location,image_small,image_thumb
craigmountain064,MG12_F27_p001.jpg,9 ft. [foot] band mill table,"9 ft. [foot] band mill table. Machine is located in the saw mill at Craig Mountain Lumber Co. Winchester, Idaho.",Union Iron Works,,Union Iron Works,,,,,,blueprints; band mills; saw mills; lumber;,,"Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F27a,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F27_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F27_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F27_p001_th.jpg
craigmountain065,MG12_F27_p002.jpg,Dry lumber shed [1],"Dry lumber shed blueprint for the Craig Mountain Lumber Coy. [company] Winchester, Idaho. 12 bays for lumber seasoning and drying.",Craig Mountain Lumber Company,,Wash. Huffman,Wash Huffman,,1909-12-11,,1/4 inch = 1 foot,blueprints; sheds; lumber; curing; drying; elevations; sections;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F27b,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F27_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F27_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F27_p002_th.jpg
craigmountain066,MG12_F27_p003.jpg,Dry lumber shed [2],Dry lumber shed blueprint for the Craig Mountain Lumber Coy. [company]. This blueprint includes an additional bay for a total of 13.,Craig Mountain Lumber Company,,Wash. Huffman,Wash Huffman,,1909-12-11,,1/4 inch = 1 foot,blueprints; sheds; lumber; curing; drying; elevations; sections;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F27b,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F27_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F27_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F27_p003_th.jpg
craigmountain067,MG12_F27_p004.jpg,Dry lumber shed [3],Dry lumber shed blueprint for the Craig Mountain Lumber Coy. [company]. 12 bays [for lumber seasoning and drying.,Craig Mountain Lumber Company,,Wash. Huffman,Wash Huffman,,1909-12-11,,!/4 inch = 1 foot,blueprints; sheds; lumber; curing; drying; elevations; sections;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F27b,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F27_p004.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F27_p004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F27_p004_th.jpg
craigmountain068,MG12_F28_p001.jpg,Blower system,"Craig Mountain Lumber Co. Winchester, Idaho per Hayes and Company. This blueprint details a ventilation system designed to remove shavings and sawdust from the machine bays and pipe the excess debris to a shaving vault at least 300 feet away. The off-site location of the shaving vault was an insurance requirement with the intent of fire prevention. Due to this, a conveyor from the shaving vault was built to transport the shavings for use as  fuel to the furnaces and boilers of the mill. This image also depicts the configuration of mill machinery on the floor.",Craig Mountain Lumber Company; Hayes. and Company,,Wash. Huffman,,,1910,y,,blueprints; floor plans; ventilation systems; blowers; vaults; mills; saw mills; steam plants;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F28_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F28_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F28_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F28_p001_th.jpg
craigmountain069,MG12_F29_p001.jpg,Planing mill,"Planing mill blueprint for the Craig Mountain Lumber Co. Winchester, Idaho",Craig Mountain Lumber Company,Craig Mountain Lumber Company,,,,,,1/4 inch = 1 foot; 1/8 inch = 1 foot,blueprints; planing mills; steam plants; saw mills; lumber;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F29_p001,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F29_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F29_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F29_p001_th.jpg
craigmountain070,MG12_F30_p001.jpg,Planing mill engine room [1],"Planing mill engine room blueprint for the Craig Mountain Lumber Co. Winchester, Idaho",Craig Mountain Lumber Company,Craig Mountain Lumber Company,,,,,,1/4 inch = 1 foot; 1/8 inch = 1 foot,blueprints; planing mills; steam plants; saw mills; lumber; engine rooms; steam engines;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F30_p001,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F30_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F30_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F30_p001_th.jpg
craigmountain071,MG12_F30_p002.jpg,Planing mill engine room [2],"Details of the engine room basement foundations to facilitate the installation of a sprinkler system for fire prevention. This is likely a requirement of the insurance company around the time of the planning of the shaving vault ventilation system. The Craig Mountain Lumber Co. Winchester, Idaho.",,,,,,,y,,blueprints; fire prevention equipment; sprinklers; engine rooms; foundations; generators;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F30_p002,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F30_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F30_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F30_p002_th.jpg
craigmountain072,MG12_F30_p003.jpg,Planing mill engine room [3],"Engine room at planning mill blueprint for the Craig Mountain Lumber Company. Winchester, Idaho.",Craig Mountain Lumber Company,,Wash. Huffman,Wash Huffman,,1910-02-04,,1/4 inch = 1 foot,blueprints; planing mills; engine rooms; steam engines; foundations; sections; elevations;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F30_p003,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F30_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F30_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F30_p003_th.jpg
craigmountain073,MG12_F31_p001.jpg,Map of proposed mill pond,"Map showing proposed mill pond for The Craig Mountain Lumber Co. Winchester, Idaho.",Craig Mountain Lumber Company,,Locating Engineer: Jas. E. Fleming,,,1909-05,,1 inch = 200 feet,maps; proposals; mill ponds; topography;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p001_th.jpg
craigmountain074,MG12_F31_p002.jpg,Map showing land required by Craig Mountain Lumber Co.,"Map showing land required by Craig Mountain Lumber Co. for mill pond right-of-way and depot grounds through allotment's 1,2,3,4,5,6,7, and 8 S5, T35, N.r2W.B.M. and allotment 1 S6,T35 N.R2W.B.M.",Craig Mountain Lumber Company,,Locating Engineer: Jas. E. Fleming,,,1909-04-20,,1 inch = 200 feet,maps; proposals; requirements; mill ponds; railway depots; saw mills;,"Winchester, Idaho; Lake Lapwai",,,46.23439021,-116.6206348,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p002_th.jpg
craigmountain075,MG12_F31_p003.jpg,Traverse of Lake Lapwai,Traverse of Lake Lapwai map for the Craig Mountain Lumber Co.,Craig Mountain Lumber Company,,"Waldo W. Skuse, C.E.",,,,y,1 inch = 200 feet,maps; proposals; requirements; mill ponds; railway depots; saw mills; traverses;,"Lake Lapwai; Winchester, Idaho",,,46.23439021,-116.6206348,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p003,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p003_th.jpg
craigmountain076,MG12_F31_p004.jpg,Drainage area of Lake Lapwai,Drainage area map of Lake Lapwai.,,Craig Mountain Lumber Company,,,,1910,y,,maps; drainages; watersheds; lakes; lumber companies; mill ponds;,Lake Lapwai,,,46.23439021,-116.6206348,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p004,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p004.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p004_th.jpg
craigmountain077,MG12_F31_p005.jpg,Map showing the watershed above reservoir,"Map showing water shed above reservoir of the Craig Mountain Lumber Co. Winchester, Idaho.",Craig Mountain Lumber Company,Craig Mountain Lumber Company,,,,1910-02,,2 inches = 1 mile,maps; watersheds; drainages; topographic maps;,"Winchester, Idaho ",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p005,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p005.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p005_th.jpg
craigmountain078,MG12_F31_p006.jpg,Map showing the watershed above reservoir on blueprint paper,"Map showing the water shed above reservoir on blueprint paper of the Craig Mountain Lumber Co. Winchester, Idaho.",Craig Mountain Lumber Company,,,,,1910-03,,2 inches = 1 mile,maps; watersheds; drainages; topographic maps;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F31_p006,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F31_p006.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F31_p006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F31_p006_th.jpg
craigmountain079,MG12_F32_p001.jpg,Crank shaft and discs for 7x10 engine,Crank shaft and discs for 7x10 engine blueprint for Craig Mountain Lumber Company.,Craig Mountain Lumber Company; Union Iron Works,,Union Iron Works,J.R.V.,,1925-11-10,,1 1/2 inch = 1 foot; 3 inches = 1 foot;,blueprints; chrankshafts; engines; mills; saw mills;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F32_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F32_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F32_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F32_p001_th.jpg
craigmountain080,MG12_F32_p002.jpg,Loading shed,"Loading shed and dry kilns for the Craig Mountain Lumber Co. Winchester, Idaho.",Craig Mountain Lumber Company,,Wash. Huffman,D.C.P.,D.C.P.,1910-06-29,,1/4 inch = 1 foot,blueprints; sheds; lumber; curing; drying; elevations; sections;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F32_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F32_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F32_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F32_p002_th.jpg
craigmountain081,MG12_F32_p003.jpg,Dry kilns,"Detail of dry kiln machinery. This conveyor system moved wet, or green, lumber through a kiln designed to blast the wood with heated air via the cylindrical fan system. At the end of the structure, the lumber was off-loaded and stored for final sale.",Craig Mountain Lumber Company; Moore Dry Kiln Company;,,Moore Kiln Company,R.E. Dahl,,1936-09-01,,1/4 inch = 1 foot,blueprints; kilns; lumber; curing; drying; seasoning; conveyor belts;,"Winchester, Idaho","North Portland, Oregon",,45.59067965,-122.6462826,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F32_p003,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F32_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F32_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F32_p003_th.jpg
craigmountain082,MG12_F33_p001.jpg,Detail for construction and hanging of the Hussey dry kiln doors,"Detail for construction and hanging of the Hussey Dry Kiln Doors, Furnished by the North Coast Dry Kiln Co, Seattle, WN. [Washington] To fireproof the kiln doors, Asbestos is used.",North Coast Dry Kiln Company,North Coast Dry Kiln Company,,,,,,Half Size; 3/4 inch = 1 foot; 1 1/2 inches = 1 foot;,blueprints; doors; kilns; drying kilns; lumber; curing; seasoning; mills; saw mills;,,"Seattle, Washington",,47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F33_p001,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F33_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F33_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F33_p001_th.jpg
craigmountain083,MG12_F34_p001.jpg,Hydraulic lift,"Hydraulic lift blueprint for the Craig Mountain Lumber Co. Winchester, Idaho. ",Craig Mountain Lumber Company,,F.W. Horskotte,,,1919-05-21,,1/2 inch = 1 foot,blueprints; hydraulics; lifts; lumber; saw mills; specifications;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p001_th.jpg
craigmountain084,MG12_F34_p002.jpg,Details hydraulic lift,"Blueprint of details of Hydraulic Lift for the Craig Mountain Lumber Co. Winchester, Idaho. ",Craig Mountain Lumber Company,,F.W. Horskotte,,,1919-05-17,,1 1/2 inch = 1 foot; 3 inches = 1 foot;,blueprints; hydraulics; lifts; lumber; saw mills;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p002_th.jpg
craigmountain085,MG12_F34_p003.jpg,Equalizer for hydraulic lift,"Equalizer for hydraulic lift blueprint for the Craig Mountain Lumber Co. Winchester, Idaho. ",Craig Mountain Lumber Company,,F.W. Horskotte,,,1920-01-01,,1/2 inch = 1 foot,blueprints; hydraulics; equalizers; lifts; platforms; lumber; saw mills;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p003,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p003_th.jpg
