objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts1106,11-047a.jpg,Patricia Mining Company,,"Bennet, Earl H.",1923-07-05,1923-07-05,Bl. Haifeli was the owner of one thousand shares. Cancelled.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-047a,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-047a.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-047a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-047a_th.jpg
stockcerts1107,11-047b.jpg,"Coeur d'Alene Silver Giant, Inc.",,"Bennet, Earl H.",1947-03-08,1947-03-08,T. H. Elliston was the owner of six thousand shares.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-047b,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-047b.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-047b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-047b_th.jpg
stockcerts1108,11-048.jpg,Sidney Mining Company,,"Bennet, Earl H.",1921-09-16,1921-09-16,Mary Oster was the owner of one thousand shares. Cancelled.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-048,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-048.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-048_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-048_th.jpg
stockcerts1109,11-049.jpg,Niagara Mining and Smelting Company,,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares; smelting,"Salt Lake City, Utah",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-049,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-049.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-049_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-049_th.jpg
stockcerts1110,11-050.jpg,Idaho Copper Mining and Smelting Company,,"Bennet, Earl H.",1903-07-08,1903-07-08,E. G. Meyers was the owner of two hundred shares.,mining; stock certificates; shares; smelting; copper (metal),"Minneapolis, Minnesota",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-050,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-050.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-050_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-050_th.jpg
stockcerts1113,11-053.jpg,"Golden Chest, Inc.",,"Bennet, Earl H.",1972-10-20,1972-10-20,Lucille Mahoney was the owner of one thousand shares.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-053,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-053.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-053_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-053_th.jpg
stockcerts1114,11-054.jpg,"Idaho Theatre Enterprizes, Inc.",,"Bennet, Earl H.",,,Blank shares certificate.,theatre; stock certificates; shares,"St. Anthony, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-054,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-054.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-054_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-054_th.jpg
stockcerts1115,11-055.jpg,Blue Ledge Mining company,,"Bennet, Earl H.",1930-03-24,1930-03-24,Kieth Schitehirrson was the owner of one hundred sixty shares.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-055,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-055.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-055_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-055_th.jpg
stockcerts1116,11-056.jpg,"Raven Mining Company, Ltd.",,"Bennet, Earl H.",1908-01-02,1908-01-02,A. B. Stood was the owner of eleven thousand seven hundred twenty shares. Cancelled.,mining; stock certificates; shares,"Hardner, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-056,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-056.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-056_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-056_th.jpg
stockcerts1117,11-057.jpg,Granite Creek Dredging Company,,"Bennet, Earl H.",1934-12-17,1934-12-17,John D. Whitney was the owner of ten thousand shares.,mining; stock certificates; shares; dredging,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-057,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-057.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-057_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-057_th.jpg
stockcerts1119,11-059.jpg,Idaho & Washington Northern Railroad,,"Bennet, Earl H.",1907-09-10,1907-09-10,Estate of J. K. Mosse was the owner of fifty shares. Cancelled.,railroads (infrastructure); stock certificates; shares,"Coeur d'Alene, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-059,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-059.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-059_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-059_th.jpg
stockcerts1120,11-060.jpg,Pittsburg Gold Mining co.,,"Bennet, Earl H.",1913-07-03,1913-07-03,Verne Stone was the owner of one thousand shares.,mining; stock certificates; shares; gold (metal),Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-060,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-060.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-060_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-060_th.jpg
stockcerts1121,11-061.jpg,Burke Mining Company,,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-061,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-061.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-061_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-061_th.jpg
stockcerts1122,11-062.jpg,"Silver Star Queens Mines, Inc. warrant",,"Bennet, Earl H.",1930-04-01,1930-04-01,Wm. G. Windhurst was the owner of a ten dollar convertivle debenture warrant,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-062,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-062.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-062_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-062_th.jpg
stockcerts1123,11-063.jpg,Sterling Mining Company,,"Bennet, Earl H.",1975-01-08,1975-01-08,Eva Jannusch was the owner of one thousand shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-063,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-063.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-063_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-063_th.jpg
stockcerts1124,11-064.jpg,Bunker Chance Mining Company,,"Bennet, Earl H.",1976-01-08,1976-01-08,Eva Jannusch was the owner of eight hundred ninety-two shares.,mining; stock certificates; shares,"Wardner, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-064,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-064.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-064_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-064_th.jpg
stockcerts1125,11-065.jpg,"Silverhawk, Inc",,"Bennet, Earl H.",1968-09-17,1968-09-17,Eva M. Jannusch was the owner of one thousand shares.,investors; stock certificates; shares,"Smelterville, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-065,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-065.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-065_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-065_th.jpg
stockcerts1126,11-066.jpg,Grandview Mines,,"Bennet, Earl H.",1969-03-26,1969-03-26,Joyce Hoffman was the owner of one thousand shares.,mining; stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-066,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-066.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-066_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-066_th.jpg
stockcerts1127,11-067.jpg,"Silver Buckle Mines, Inc.",,"Bennet, Earl H.",1967-11-01,1967-11-01,Dad & Co. was the owner of fifty shares.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-067,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-067.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-067_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-067_th.jpg
stockcerts1128,11-068.jpg,"R-G Mining Company, Inc.",,"Bennet, Earl H.",1969-01-26,1969-01-26,Joyce Hoffman was the owner of one thousand shares.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-068,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-068.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-068_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-068_th.jpg
stockcerts1129,11-069.jpg,"Hibernia Silver Mines, Inc.",,"Bennet, Earl H.",1964-09-03,1964-09-03,Eva Jannusch was the owner of fifty shares.,mining; stock certificates; shares; silver (metal),Nevada,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-069,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-069.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-069_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-069_th.jpg
stockcerts1130,11-070.jpg,"Fabulous Valley Development Co., Inc.",,"Bennet, Earl H.",1967-11-01,1967-11-01,"Dell Hoffman, Joyce Hoffman was the owner of five shares.",land; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-070,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-070.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-070_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-070_th.jpg
stockcerts1137,11-077.jpg,Wilbert Mining Co.,,"Bennet, Earl H.",1919-11-05,1919-11-05,Ruth G. Hill was the owner of one hundred shares.,mining; stock certificates; shares,"Salt Lake City, Utah",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-077,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-077.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-077_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-077_th.jpg
stockcerts1139,11-079.jpg,"Orogrande-Frisco Gold Mines, Inc.",,"Bennet, Earl H.",1937-04-05,1937-04-05,A. E. Morrison was the owner of three hundred eighty-eight shares.,mining; stock certificates; shares; gold (metal),Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-079,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-079.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-079_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-079_th.jpg
stockcerts1140,11-080.jpg,Mutual Finance Company,,"Bennet, Earl H.",1932-12-06,1932-12-06,William Larson was the owner of two hundred shares.,finance; stock certificates; shares,"Boise, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-080,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-080.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-080_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-080_th.jpg
stockcerts1141,11-081.jpg,Montana-Idaho Mines Corp.,,"Bennet, Earl H.",1926-10-26,1926-10-26,L. B. Pray was the owner of one thousand shares. Cancelled.,mining; stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-081,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-081.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-081_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-081_th.jpg
stockcerts1142,11-082.jpg,"Yreka United, Inc.",,"Bennet, Earl H.",1985-09-25,1985-09-25,Earl H. Bennett was the owner of one thousand shares.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-082,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-082.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-082_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-082_th.jpg
stockcerts1143,11-083.jpg,Silver Corporation of America,,"Bennet, Earl H.",1985-09-18,1985-09-18,Earl H. Bennett was the owner of two thousand shares.,mining; stock certificates; shares; silver (metal),"Smelterville, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-083,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-083.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-083_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-083_th.jpg
