objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora118,pg129-119.jpg,Oenothera,Thomas R. Ashlee,The photo's envelope reads: 'Oenothera. enl. f1.1 mask #1 4 minutes.',1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-119,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-119.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-119_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-119_th.jpg
flora119,pg129-120.jpg,Lonicera oilicosa,Thomas R. Ashlee,"Common name: Orange Honeysuckle . The photo's envelope reads: 'Pend d'Oreille Nat Forest. June 21 - 33. W Gold Ln Trail from Lakeview. Lonicera oilicosa, (Pursh) Poir. A16, T1/5, D27"", good. A16, T1/25, D10 - poor. Suitable for 1/2 enl. Enl. facta full size 30""f16. enl. mask #2 f11 1 min.'",1933-06-21,1933-06-21,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-120,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-120.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-120_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-120_th.jpg
flora120,pg129-121.jpg,Rubus parviflorus,Thomas R. Ashlee,"Common name: Thimbleberry. The photo's envelope reads: 'Pend d'Oreille Nat Forest. Cedar Ln. Trail from Lakeview. June 24 - 33. Rubus parviflorus, Nutt. A16, T1/2"", D5, cloudy, 11:30 AM. #0 1"". Enl. f11 2 min mask #1. Greatly enlayed cutting out fog mask #1 f7.7 2 min.'",1933-06-24,1933-06-24,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-121,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-121.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-121_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-121_th.jpg
flora121,pg129-122.jpg,Xerophyllum tenax,Thomas R. Ashlee,"The photo's envelope reads: 'Pend d'Oreille Nat Forest. S E of Cedar Ln. near top of mountain on 1928? burn, under Abies, Larise, Pseudotsuga. Herbaceous epilobium angustifolium. Cares sp. Shrubs, Rubus parviflorus & sorbus sitchensis. Xerophyllum tenax, (Pursh) Nutt. A16, T1/5"", D5', 10:30 AM. Full sun. Height - 43"". Spike 11"" x .5"".'",1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-122,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-122.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-122_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-122_th.jpg
flora122,pg129-123.jpg,Unidentified Man on Horse,Thomas R. Ashlee,Unidentified man riding on a horse through a grassy area.,1934,,yes,horse; horseback riding; horse riding;,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-123,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-123.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-123_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-123_th.jpg
flora123,pg129-124.jpg,Heuchera glabella,Thomas R. Ashlee,"Common name: Beautiful Alumroot. The photo's envelope reads: 'Pend d'Oreille Nat Forest. June 19 - 33. Lakeview Mt. Heuchera glabella, T & G. A16, T1/5, D48"", 3/4 light.'",1933-06-19,1933-06-19,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-124,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-124.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-124_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-124_th.jpg
flora124,pg129-125.jpg,Fragaria bracteata,Thomas R. Ashlee,"Common name: . The photo's envelope reads: 'May 30 - 33. Woods, Boville. Fragaria bracteata, Hellea. A16, T1/2, 5 PM. #0 5 sec.'",1933-05-30,1933-05-30,,plants; botany; Idaho; flora; native plants,"Boville, Idaho",46.85877556,-116.3934378,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-125,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-125.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-125_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-125_th.jpg
flora125,pg129-126.jpg,Pyrola picta,Thomas R. Ashlee,"Common name: Whiteveined Wintergreen. The photo's envelope reads: 'Pyrola picta, Smith. A16, T1/2"", Dull, 10 AM. July 25 - 32. 2 mi due W of Little Baldy St Joe Natl Forest. #5.5"".'",1932-07-25,1932-07-25,,plants; botany; Idaho; flora; native plants,"St. Joe National Forest, Idaho",47.0336199,-116.6606853,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-126,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-126.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-126_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-126_th.jpg
flora126,pg129-127.jpg,Castilleja angustifolia,Thomas R. Ashlee,"Common name: Northwestern Indian Paintbrush. The photo's envelope reads: 'Kamiak Butte, Wash. April 7 - 1934. Castilleja angustifolia, Nutt. A16, T1/25, F.S. 1:30 PM. #3.4"".'",1934-04-07,1934-04-07,,plants; botany; Idaho; flora; native plants,"Kamiak Butte, Washington",46.86404647,-117.1615512,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-127,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-127.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-127_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-127_th.jpg
flora127,pg129-128.jpg,Valeriana sitchensis,Thomas R. Ashlee,"Common name: Sitka Valerian. The photo's envelope reads: 'June 3 - 33. Dr. Laney garden. Valeriana sitchensis, Bong. T1/2"", A16, 2 PM. Cloudy. Enl. f16 1 min 10 sec mask #1. From Camp D, Elk River.'",1933-06-03,1933-06-03,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-128,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-128.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-128_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-128_th.jpg
flora128,pg129-129.jpg,Senecio atriapiculatus,Thomas R. Ashlee,"Senecio atriapiculatus Rydb. is an unresolved name. The photo's envelope reads: 'Abtn [?]. April 21 - 34. Senecio atriapiculatus, Rydb. A16, T1/25"", F.S. 3:30 PM. Background Pseudotsuga. Foreground Physocarpus. 10""#3.'",1934-04-21,1934-04-21,,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-129,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-129.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-129_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-129_th.jpg
flora129,pg129-130.jpg,Galium boreale,Thomas R. Ashlee,"Common name: Northern Bedstraw. The photo's envelope reads: 'July 19/34. Burnt Creek. Elk River. Galium boreale, L. A16, T1/25, 11:45 AM, F.S.'",1934-07-19,1934-07-19,,plants; botany; Idaho; flora; native plants,"Elk River, Idaho",46.78377738,-116.1789041,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-130,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-130.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-130_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-130_th.jpg
flora130,pg129-131.jpg,Wyethia amplexicaulis,Thomas R. Ashlee,"Common name: Mule's Ears. The photo's envelope reads: 'E Moscow, May 12 - 334. Wyethia amplexicaulis, Nutt. A16, T1/25"", 2:30 PM, F.S.'",1934-05-12,1934-05-12,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-131,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-131.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-131_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-131_th.jpg
flora131,pg129-132.jpg,Clematis columbiana,Thomas R. Ashlee,"Common name: Rock Clematis. The photo's envelope reads: 'Clematis columbiana. T1"", A16, 4 PM. Shade of forest off Viola grade. May 14 - 33. Enl. mask #2 upright f16 2 1/2 min f11 1 1/4 min. 8""#3.'",1933-05-14,1933-05-14,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-132,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-132.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-132_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-132_th.jpg
flora132,pg129-133.jpg,Goodyera menziesii,Thomas R. Ashlee,"Common name: Western Rattlesnake Plantain. The photo's envelope reads: 'July 16/1934. Elk R Falls. Goodyera menziesii, Lindl. A16, T1/2"" 11:30 AM shade of woods.'",1934-07-16,1934-07-16,,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-133,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-133.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-133_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-133_th.jpg
flora133,pg129-134.jpg,Frasera fastigiata,Thomas R. Ashlee,"Common name: Clustered Green Gentian. The photo's envelope reads: 'Abth [?]. April 21 - 34. Frasera fastigiata, (Pursh) Hell. T1/25"", A16, F.S. 3:30 PM. Foreground Carex sp. 15""#5.'",1934-04-21,1934-04-21,,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-134,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-134.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-134_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-134_th.jpg
flora134,pg129-135.jpg,Penstemon procerus,Thomas R. Ashlee,"Common name: Littleflower Penstemon. The photo's envelope reads: 'Viola grade, May 1934. Penstemon procerus, Dougl. A4, T1/50, F.S. 2 PM.'",1934-05,1934-05,yes,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-135,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-135.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-135_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-135_th.jpg
flora135,pg129-136.jpg,Porcupine,Thomas R. Ashlee,A porcupine walking through a forested area.,1934,,yes,animals; wildlife; porcupine; forest,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-136,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-136.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-136_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-136_th.jpg
flora136,pg129-137.jpg,Devil's Club,Thomas R. Ashlee,An image of Devil's Club (Oplopanax horridus).,1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-137,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-137.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-137_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-137_th.jpg
flora137,pg129-138.jpg,Physocarpus malvaceus,Thomas R. Ashlee,"Common name: Mallow Ninebark. The back of the photo reads 'Physocarpus malvaceus (Greene) A Nels. Viola grade. May 19, 1934.'",1934-05-19,1934-05-19,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-138,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-138.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-138_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-138_th.jpg
flora138,pg129-139.jpg,Lupinus wyethii,Thomas R. Ashlee,"Common name: Wyeth's Lupine. The back of the photo reads 'Lupinus wyethii, Wats. E of Moscow. May 14, 1934.'",1934-05-14,1934-05-14,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-139,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-139.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-139_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-139_th.jpg
flora139,pg129-140.jpg,Unidentified,Thomas R. Ashlee,Unidentified plants.,1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-140,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-140.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-140_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-140_th.jpg
flora140,pg129-141.jpg,Mertensia menhanacea,Thomas R. Ashlee,"The back of the photo reads: 'Mertensia menhanacea. 3m ne Moscow. April 26, 1934.'",1934-04-26,1934-04-26,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-141,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-141.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-141_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-141_th.jpg
flora142,pg129-142.jpg,Fragaria bracteata,Geoffrey Coope,"The back of the photo reads: 'Fragaria bracteata, Hellen. Geoffrey Coope. 5 m nw Deary. April 21, 1934.'",1934-04-21,1934-04-21,,plants; botany; Idaho; flora; native plants,"Deary, Idaho",46.79943774,-116.5561564,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-142,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-142.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-142_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-142_th.jpg
