objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0815,PG101-714-005,Public utilities students and faculty (5),Two men read a book together for the annual Public Utilities Executive course held each summer.,1958,yes,,men; group portraits; public utilities; students; faculty,Student Union Building,46.72915994,-117.0072296,,eng,PG101-714-005.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-714-005.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-714-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-714-005_th.jpg
gemphotos0816,PG101-715-001,Student Robert Kessell and Dean Kendrick with plaque won for outstanding research. University of Idaho.,Student Robert Kessell (left) and Dean Kendrick (right) with plaque won for outstanding research awarded by delta pi epsilon.,1957,,,men; awards; students; faculty; administration,Administration Building,46.725662,-117.010907,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-715-001.jpg,Image;StillImage,image/jpeg,4x5 black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-715-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-715-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-715-001_th.jpg
gemphotos0817,PG101-716-001,Honorary Doctor of Science degree recipient at University of Idaho,Portrait of Honorary Doctor of Science degree recipient Carl G. Paulson.,1958,yes,,men; awards; science (modern discipline); portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-716-001.jpg,Image;StillImage,image/jpeg,4x5 black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-716-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-716-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-716-001_th.jpg
gemphotos0818,PG101-717-001,1959 Commencement ceremony at the University of Idaho (1),The Academic Parade leads the traditional commencement walk from the Administration Building to Memorial Gym.,1959-06-07,,,commencements; ceremonies; men; women; events,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-717-001.jpg,Image;StillImage,image/jpeg,8-4x5 black and white negatives,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-001_th.jpg
gemphotos0819,PG101-717-002,1959 Commencement ceremony at the University of Idaho (2),"Commencement ceremony with Dean of the College of Letters and Science Boyd Martin (left), Commencement speaker and honorary degree recipient Inez Robb (center), and President Theopilus (right).",1959-06-07,,,commencements; ceremonies; men; women; events,Memorial Gym,46.726582,-117.013741,,eng,PG101-717-002.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-002.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-002_th.jpg
gemphotos0820,PG101-717-003,1959 Commencement ceremony at the University of Idaho (3),The Academic Parade leads the traditional commencement walk from the Administration Building to Memorial Gym. Behind the Military personnel is Governor Smylie (left) and President Theophilis (right).,1959-06-07,,,commencements; ceremonies; men; women; events,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-717-003.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-003.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-003_th.jpg
gemphotos0821,PG101-717-004,1959 Commencement ceremony at the University of Idaho (4),Two graduating senior women sitting in their caps and gowns on a bench during Commencement outside the Administration Building.,1959-06-07,,,commencements; ceremonies; men; women; events,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-717-004.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-004.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-004_th.jpg
gemphotos0822,PG101-717-005,1959 Commencement ceremony at the University of Idaho (5),The Academic Parade leads the traditional commencement walk from the Administration Building to Memorial Gym. The Library building can be seen in the background.,1959-06-07,,,commencements; ceremonies; men; women; events,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-717-005.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-005.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-005_th.jpg
gemphotos0823,PG101-717-006,1959 Commencement ceremony at the University of Idaho (6),"The Academic Parade walks up the stairs into Memorial Gym for Commencement. The Library building, greenhouses, and Ag Science building can be seen in the background.",1959-06-07,,,commencements; ceremonies; men; women; events,Memorial Gym,46.726582,-117.013741,,eng,PG101-717-006.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-006.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-006_th.jpg
gemphotos0824,PG101-717-007,1959 Commencement ceremony at the University of Idaho (7),Group photo of students standing on risers in Memorial Gym.,1959,yes,,men; women; students; group portraits,Memorial Gym,46.726582,-117.013741,,eng,PG101-717-007.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-007.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-007_th.jpg
gemphotos0825,PG101-717-008,1959 Commencement ceremony at the University of Idaho (8),(missing description) portrait of unidentified man.,1959,yes,,,,,,,eng,PG101-717-008.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-717-008.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-717-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-717-008_th.jpg
gemphotos0826,PG101-718-001,1959 Commencement ceremony at the University of Idaho (9),"Carl G. Paulsen (center) is hooded and receives an honorary Doctorate of Science degree on stage with Dean of Engineering, Alan Janssen (left), and President Theophilus (right) at commencment.",1959-06-07,,,commencements; academic ceremonies; men; science (modern discipline); degrees (academic),Memorial Gym,46.726582,-117.013741,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-718-001.jpg,Image;StillImage,image/jpeg,10-4x5 black and white negatives,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-001_th.jpg
gemphotos0827,PG101-718-002,1959 Commencement ceremony at the University of Idaho (10),"Newspaper columnist and 1959 Commencement speaker, Inez Callaway Robb (center), standing with two unidentified men.",1959-06-06,,,commencements; academic ceremonies; men; women; group portraits; journalism,Student Union Building,46.72915994,-117.0072296,,eng,PG101-718-002.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-002.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-002_th.jpg
gemphotos0828,PG101-718-003,1959 Commencement ceremony at the University of Idaho (11),"Newspaper columnist Inez Callaway Robb recieving an honorary degree in literature from President Theophilus on stage at commencement. Dr. Boyd A. Martin, Dean of Letters and Science, on the left.",1959-06-07,,,commencements; academic ceremonies; men; degrees (academic); awards; journalism; women,Memorial Gym,46.726582,-117.013741,,eng,PG101-718-003.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-003.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-003_th.jpg
gemphotos0829,PG101-718-004,1959 Commencement ceremony at the University of Idaho (12),Newspaper columnist Inez Callaway Robb giving the keynote address at the 1959 commencement ceremony.,1959-06-07,,,commencements; academic ceremonies; women; awards; journalism,Memorial Gym,46.726582,-117.013741,,eng,PG101-718-004.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-004.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-004_th.jpg
gemphotos0830,PG101-718-005,1959 Alumni Reunion Dinner at the Moscow Hotel,Three women alumni talking at the Alumni Reunion Dinner held the the Moscow Hotel in 1959. 1905 alumnus Mary McFarland Wahl on right.,1959-06-06,,,commencements; academic ceremonies; women; group portraits,"Moscow Hotel, Downtown Moscow",46.731879,-117.001671,,eng,PG101-718-005.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-005.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-005_th.jpg
gemphotos0831,PG101-718-006,1959 Commencement ceremony at the University of Idaho (13),"Dr. Lawrence Chamberlain receives an honorary Doctor of Laws degree from University of Idaho President Donald Theophilus at the commencement ceremony. Dr. Boyd A. Martin, Dean of Letters and Science, on left.",1959-06-07,,,commencements; academic ceremonies; men; awards; degrees (academic); law (discipline); students,Memorial Gym,46.726582,-117.013741,,eng,PG101-718-006.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-006.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-006_th.jpg
gemphotos0832,PG101-718-007,1959 Commencement ceremony at the University of Idaho (14),Carl G. Paulsen (left) standing with two unidentified graduates at commencment.,1959-06-07,,,commencements; academic ceremonies; men; group portraits; adiminstartion buildings; graduates,"Corner of University Ave and Rayburn St, Moscow Campus",46.726807,-117.014736,,eng,PG101-718-007.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-007.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-007_th.jpg
gemphotos0833,PG101-718-008,1959 Commencement ceremony at the University of Idaho (15),Students stand outside of the Administration Building for the traditional Commencement Parade.,1959-06-07,,,commencements; academic ceremonies; men; women; crowds; administration buildings; students; graduates,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-718-008.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-008.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-008_th.jpg
gemphotos0834,PG101-718-009,1959 Commencement ceremony at the University of Idaho (16),Graduate poses outside with woman for commencement photos outside the Old Gymnasium and Armory..,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits; journalism,"Campus Drive, Moscow Campus",46.726319,-117.011836,,eng,PG101-718-009.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-009.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-009_th.jpg
gemphotos0835,PG101-718-010,1959 Commencement ceremony at the University of Idaho (17),Students stand outside of the Administration Building for commencement.,1959-06-07,,,commencements; academic ceremonies; men; group portraits; adiminstartion buildings; students; graduates,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-718-010.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-718-010.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-718-010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-718-010_th.jpg
gemphotos0836,PG101-719-001,1959 Commencement ceremony at the University of Idaho (18),"Dr. Lawrence Chamberlain receives an honorary Doctor of Laws degree from University of Idaho President Donald Theophilus at the commencement ceremony. Dr. Boyd A. Martin, Dean of Letters and Science, on left.",1959-06-07,,,commencements; academic ceremonies; men; degrees (academic),Memorial Gym,46.726582,-117.013741,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-719-001.jpg,Image;StillImage,image/jpeg,8-4x5 black and white negatives,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-001_th.jpg
gemphotos0837,PG101-719-002,1959 Commencement ceremony at the University of Idaho (19),Newspaper columnist Inez Callaway Robb (center) standing with two unidentified men.,1959-06-06,,,commencements; academic ceremonies; men; women; group portraits; journalism,Student Union Building,46.72915994,-117.0072296,,eng,PG101-719-002.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-002.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-002_th.jpg
gemphotos0838,PG101-719-003,1959 Commencement ceremony at the University of Idaho (20),Marine poses with woman for photograph. Old Art Building and Old Gymnasium and Armory can be seen in the background.,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-719-003.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-003.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-003_th.jpg
gemphotos0839,PG101-719-004,1959 Commencement ceremony at the University of Idaho (21),"The Vandaleers, led by Professor Glen Lockery, sing ""Here We Have Idaho"" while the University Symphony Orchestra looks on at commencement in Memorial Gym.",1959-06-07,,,commencements; academic ceremonies; men; women; choirs (groups of people); ensembles (musical groups),Memorial Gym,46.726582,-117.013741,,eng,PG101-719-004.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-004.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-004_th.jpg
gemphotos0840,PG101-719-005,1959 Commencement ceremony at the University of Idaho (22),Unidentified graduates outside of commencement. Administration Building and Administration Annex in background.,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits,Administration Building,46.725611,-117.011232,,eng,PG101-719-005.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-005.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-005_th.jpg
gemphotos0841,PG101-719-006,1959 Commencement ceremony at the University of Idaho (23),"Dr. Lawrence Chamberlain receives an honorary Doctor of Laws degree from University of Idaho President Donald Theophilus at the commencement ceremony. Dr. Boyd A. Martin, Dean of Letters and Science, on left.",1959-06-07,,,commencements; academic ceremonies; men; degrees (academic),Memorial Gym,46.726582,-117.013741,,eng,PG101-719-006.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-006.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-006_th.jpg
gemphotos0842,PG101-719-007,1959 Commencement ceremony at the University of Idaho (24),"The Academic Parade walks up the stairs into Memorial Gym for Commencement. The Library building, greenhouses, and Ag Science building can be seen in the background.",1959-06-07,,,commencements; academic ceremonies; men; women; crowds; administration buildings; students; graduates,Memorial Gym,46.726582,-117.013741,,eng,PG101-719-007.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-007.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-007_th.jpg
gemphotos0843,PG101-719-008,1959 Commencement ceremony at the University of Idaho (25),Two graduating senior women sitting in their caps and gowns on a bench during Commencement outside the Administration Building.,1959-06-07,,,commencements; academic ceremonies; women; group portraits,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-719-008.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-719-008.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-719-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-719-008_th.jpg
