objectid,title,creator,date,archival date,description,fiddler_name,championship_dates,subject,location,latitude,longitude,identifier,filename,source,type,format original,format,finding aid,digital collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
fiddlers097,Luke Price practicing in the campground,Daniel Olortegui,2023-06,June 2023,Various fiddlers practicing in the middle of the campground,Luke Price,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,img-5035,fiddlers097.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers097.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers097_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers097_th.jpg
fiddlers098,"""Sloan and Jacoby win titles""",National Oldtime Fiddle Contest and Festival Organization,1978-06,June 1978,Article featuring winners J'Anna Jacoby and Randy Sloan.,J'Anna Jacoby,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,jacobyjn78_11,fiddlers098.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers098.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers098_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers098_th.jpg
fiddlers099,"""J'Anna Jacoby and Mark O'Connor win titles""",National Oldtime Fiddle Contest and Festival Organization,1976-06,June 1976,Article featuring winners J'Anna Jacoby (Junior-Junior) and Mark O'Connor (Junior).,J'Anna Jacoby,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,jacobyjn-jn76_10,fiddlers099.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers099.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers099_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers099_th.jpg
fiddlers100,"""Fiddlin' rocks - and all that jazz"" article",National Oldtime Fiddle Contest and Festival Organization,1978-06,June 1978,"Article of Bennie Thomasson, Mark O'Connor and Dick Horton jamming in the Weiser High School cafeteria.",,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,jamsessioninthecaf._15,fiddlers100.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers100.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers100_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers100_th.jpg
fiddlers103,Jess Cooper article,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Article about Jess Cooper, the winner of Junior Junior division in 1975.",Jess Cooper,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,jessart,fiddlers103.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers103.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers103_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers103_th.jpg
fiddlers104,"""Ashland man captures men's fiddle crown"" article",National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Article featuring Jim Hoots, winner of the Men's Championship. Also featured is a photograph of Jaressa Gann, the youngest participant.",Jim Hoots,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,jimhoots81men_16,fiddlers104.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers104.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers104_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers104_th.jpg
fiddlers105,Signal-American fiddle Edition article,National Oldtime Fiddle Contest and Festival Organization,1985,1980-1989,"Page featuring National Oldtime Fiddlers' Contest participants including Aaron Lowe, Joe sites and Mark O'Connor, Janessa Gans, Loretta Brank, and Cheri Parsons.",Joe Sites,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,joesites_25,fiddlers105.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers105.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers105_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers105_th.jpg
fiddlers106,Mens winners and Grand Champions clipping,National Oldtime Fiddle Contest and Festival Organization,1982-06,June 1982,Newspaper clipping of the Mens winners and Grand champions.,John Francis,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,"johnfrancis82,grandnat_30",fiddlers106.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers106.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers106_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers106_th.jpg
fiddlers107,"""Hot fiddling produces grand champion"" article",National Oldtime Fiddle Contest and Festival Organization,1982-06,June 1982,"Article featuring Loretta Bank and John Frances, contest participants. John Frances was named Grand Champion.",John Francis,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,johnfrancisgrandnat82_32,fiddlers107.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers107.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers107_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers107_th.jpg
fiddlers108,Over 18 Certified winners and Junior Winners clipping,National Oldtime Fiddle Contest and Festival Organization,1982-06,June 1982,Newspaper clipping of the over 18 certified winners and the Junior division winners.,Marilyn Lindley,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,lindley82jun._17,fiddlers108.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers108.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers108_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers108_th.jpg
fiddlers111,National winners and Top Senior winners,National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Newspaper clipping featuring winners of the National and Top Senior divisions. National winners were Dick Barrett, oretta Brank, Mark O'Connor, Rock Boen, and John Francis. Top Senior winners were Marvin Johnson, Vic Halverson, Benny Thomasson, 'Kissin'' Margaret Whittington, Coy Daily, and Ben Setran.",Mark O'Connor,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,"marko'connor81,grandnat_24",fiddlers111.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers111.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers111_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers111_th.jpg
fiddlers112,National Oldtime Fiddlers' contest clippings,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Scrapbook page of clippings featuring contest participants, judges, and the music.",Mark O'Connor,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,marko'connorjnthirdyearinarow,fiddlers112.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers112.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers112_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers112_th.jpg
fiddlers113,"""Fiddlers hold workshop"" and ""Contest 'Incidentals'"" articles",National Oldtime Fiddle Contest and Festival Organization,1985,1980-1989,Newspaper articles featuring information about music workshop and micellaneous events that took place at the contest.,Megan Lynch,,music; contest; instruments; performance; newspaper clippings,"Weiser, Idaho",,,meganlynch_20,fiddlers113.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers113.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers113_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers113_th.jpg
fiddlers114,Lon Reily and Mannie Shaw clippins,National Oldtime Fiddle Contest and Festival Organization,1981,1981,"Newspaper clippings of 90 year old Lon Riley, the oldest fiddler present at the 1981 contest, and Mannie Shaw, who was praised for his lifelong involvement.",Lon Riley,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,oldestfiddlercertificate82_33,fiddlers114.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers114.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers114_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers114_th.jpg
fiddlers115,"The Weiser Signal, Thursday, June 19, 1980",National Oldtime Fiddle Contest and Festival Organization,1980-06-19,1980-06-19,"Articles about the National Oldtime Fiddlers' contest. Mentioned contest participants are benny Thomasson, Margaret Whittington, Coy Daily, Wes Westmoreland III, Harry Reeves, and Kendra Ruwe.",Randy Pollard; Leonard Green,,music; contest; instruments; performance; newspaper clippings,"Weiser, Idaho",,,randypollard_19,fiddlers115.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers115.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers115_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers115_th.jpg
fiddlers116,"""A gift of love"" article",National Oldtime Fiddle Contest and Festival Organization,1985,1980-1989,Article featuring Leonard Green giving Rany Pollard his Stradivarious copy fiddle.,Wes Westmorland; Kendra Ruwe,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,ruwejn-jnandwestmorelandjn80_12,fiddlers116.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers116.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers116_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers116_th.jpg
fiddlers117,Articles about Weiser's Fiddlers' Contest and Joe Picavet,National Oldtime Fiddle Contest and Festival Organization,1959,1959,Scrapbook page of clippings featuring information about the National Oldtime Fiddlers' competition and Joe Picavet getting elected as the association's president.,Vivian Skeans,,music; contest; instruments; performance; newspaper clippings,"Weiser, Idaho",,,skeansart,fiddlers117.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers117.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers117_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers117_th.jpg
fiddlers118,Oldtime Fiddlers' clippings,National Oldtime Fiddle Contest and Festival Organization,1984,1984,"Scrapbook page featuring newspaper clippings of the Oldtime Fiddlers' contest. Mentioned are winners of the Junior-Junor division, best overall, and Top Senior winners.",Kendra Ruwe,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,triciabrown81jnjn_13,fiddlers118.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers118.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers118_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers118_th.jpg
fiddlers119,Junior winners and Young fiddler clippings,National Oldtime Fiddle Contest and Festival Organization,1985,1980s,"Scrapbook page with newspaper clippings of the Junior winners, Brenda Wallace, Olan James, Wes Westmoreland, Jess Cooper, and Doug Thomas. Also included is a clipping of Tricia Brown, who palced 5th in the Junior-Junior division at 5 years old.",Tricia Brown,,music; contest; instruments; performance; newspaper clippings,"Weiser, Idaho",,,triciabrownart._14,fiddlers119.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers119.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers119_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers119_th.jpg
fiddlers120,Contestant List [1],National Oldtime Fiddle Contest and Festival Organization,1976,1976,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1976results,1976results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1976results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1976results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1976results_th.jpg
fiddlers121,Contestant List [2],National Oldtime Fiddle Contest and Festival Organization,1977,1977,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1977results,1977results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1977results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1977results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1977results_th.jpg
fiddlers122,Contestant List [3],National Oldtime Fiddle Contest and Festival Organization,1978,1978,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1978results,1978results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1978results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1978results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1978results_th.jpg
fiddlers123,Contestant List [4],National Oldtime Fiddle Contest and Festival Organization,1979,1979,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1979results,1979results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1979results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1979results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1979results_th.jpg
fiddlers124,Contestant List [5],National Oldtime Fiddle Contest and Festival Organization,1980,1980,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1980results,1980results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1980results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1980results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1980results_th.jpg
