objectid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,type,format original,format,findingaid,digital collection,contributing institution,language,rights,rightsstatement,display_template,identifier,object_location,image_small,image_thumb,old-filename
fiddlers108,lindley82jun._17.jpg,Marilyn Lindley winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1982-06,June 1982,"Winner of the Oldtime Fiddler Contest, Junior Division in 1982",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,lindley82jun._17,https://www.lib.uidaho.edu/digital/objects/fiddlers/lindley82jun._17.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/lindley82jun._17_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/lindley82jun._17_th.jpg,Lindley82jun._17.jpg
fiddlers109,lorettabrank_26.jpg,Lady riding high,National Oldtime Fiddle Contest and Festival Organization,1985,1980s,Loretta Brank historic third place Grand national,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,lorettabrank_26,https://www.lib.uidaho.edu/digital/objects/fiddlers/lorettabrank_26.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/lorettabrank_26_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/lorettabrank_26_th.jpg,Lorettabrank_26.jpg
fiddlers110,markart.jpg,Mark O'Connor winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1974-06,June 1974,Mark O'Connor earns Junior title for second year in row Wednesday,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,markart,https://www.lib.uidaho.edu/digital/objects/fiddlers/markart.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/markart_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/markart_th.jpg,Markart.jpg
fiddlers111,"marko'connor81,grandnat_24.jpg",Mark O'Connor winner Grand National Division,National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Winner of the Oldtime Fiddler Contest, Grand National Division in 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"marko'connor81,grandnat_24","https://www.lib.uidaho.edu/digital/objects/fiddlers/marko'connor81,grandnat_24.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/marko'connor81,grandnat_24_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/marko'connor81,grandnat_24_th.jpg","MarkO'Connor81,GrandNat_24.jpg"
fiddlers112,marko'connorjnthirdyearinarow.jpg,Mark O'Connor winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Winner of the Oldtime Fiddler Contest, Junior Division in 1975",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,marko'connorjnthirdyearinarow,https://www.lib.uidaho.edu/digital/objects/fiddlers/marko'connorjnthirdyearinarow.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/marko'connorjnthirdyearinarow_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/marko'connorjnthirdyearinarow_th.jpg,MarkO'ConnorJnthirdyearinarow.jpg
fiddlers113,meganlynch_20.jpg,Young fiddler,National Oldtime Fiddle Contest and Festival Organization,1985,1980s,Megan Lynch performance with Junior Daugherty,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,meganlynch_20,https://www.lib.uidaho.edu/digital/objects/fiddlers/meganlynch_20.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/meganlynch_20_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/meganlynch_20_th.jpg,MeganLynch_20.jpg
fiddlers114,oldestfiddlercertificate82_33.jpg,Oldest Fiddler,National Oldtime Fiddle Contest and Festival Organization,1981,1981,"Lon Riley, 90 years old, winner of the Oldest Fiddler certificate 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,oldestfiddlercertificate82_33,https://www.lib.uidaho.edu/digital/objects/fiddlers/oldestfiddlercertificate82_33.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/oldestfiddlercertificate82_33_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/oldestfiddlercertificate82_33_th.jpg,Oldestfiddlercertificate82_33.jpg
fiddlers115,randypollard_19.jpg,Randy Pollard and Leonard Green,National Oldtime Fiddle Contest and Festival Organization,1985,1980s,"Randy Pollard, 14, and Leonard Green, 75, having a good time.",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,randypollard_19,https://www.lib.uidaho.edu/digital/objects/fiddlers/randypollard_19.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/randypollard_19_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/randypollard_19_th.jpg,Randypollard_19.jpg
fiddlers116,ruwejn-jnandwestmorelandjn80_12.jpg,"Ruwe winner Junior, Ruwe winner Junior Junior",National Oldtime Fiddle Contest and Festival Organization,1980-06,June 1980,West Moreland winner of the Junior division and Kendra Ruwe winner of the Jr. Jr. division 1980,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,ruwejn-jnandwestmorelandjn80_12,https://www.lib.uidaho.edu/digital/objects/fiddlers/ruwejn-jnandwestmorelandjn80_12.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/ruwejn-jnandwestmorelandjn80_12_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/ruwejn-jnandwestmorelandjn80_12_th.jpg,Ruwejn-jnandWestmorelandjn80-12.jpg
fiddlers117,skeansart..jpg,Article about Vivian Skeans,National Oldtime Fiddle Contest and Festival Organization,1959,1959,Weiser's Fiddlers' Contest began with dozen players,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,skeansart.,https://www.lib.uidaho.edu/digital/objects/fiddlers/skeansart..jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/skeansart._sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/skeansart._th.jpg,SkeansArt.jpg
fiddlers118,triciabrown81jnjn_13.jpg,Kendra Ruwe winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1984,1984,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1984",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,triciabrown81jnjn_13,https://www.lib.uidaho.edu/digital/objects/fiddlers/triciabrown81jnjn_13.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/triciabrown81jnjn_13_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/triciabrown81jnjn_13_th.jpg,TriciaBrown81JnJn-13.jpg
fiddlers119,triciabrownart._14.jpg,Tricia Brown young fiddler,National Oldtime Fiddle Contest and Festival Organization,1985,1980s,"Tricia Brown, ten year old, young fiddler",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,triciabrownart._14,https://www.lib.uidaho.edu/digital/objects/fiddlers/triciabrownart._14.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/triciabrownart._14_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/triciabrownart._14_th.jpg,TriciaBrownArt_14.jpg
fiddlers120,1976results.pdf,List contestants for the Oldtime Fiddler contest [1],National Oldtime Fiddle Contest and Festival Organization,1976,1976,"List preliminaries, round and finals of the Oldtime Fiddler contest 1976",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1976results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1976results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1976results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1976results_th.jpg,1976Results.pdf
fiddlers121,1977results.pdf,List contestants for the Oldtime Fiddler contest [2],National Oldtime Fiddle Contest and Festival Organization,1977,1977,"List preliminaries, round and finals of the Oldtime Fiddler contest 1977",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1977results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1977results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1977results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1977results_th.jpg,1977Results.pdf
fiddlers122,1978results.pdf,List contestants for the Oldtime Fiddler contest [3],National Oldtime Fiddle Contest and Festival Organization,1978,1978,"List preliminaries, round and finals of the Oldtime Fiddler contest 1978",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1978results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1978results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1978results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1978results_th.jpg,1978Results.pdf
fiddlers123,1979results.pdf,List contestants for the Oldtime Fiddler contest [4],National Oldtime Fiddle Contest and Festival Organization,1979,1979,"List preliminaries, round and finals of the Oldtime Fiddler contest 1979",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1979results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1979results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1979results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1979results_th.jpg,1979Results.pdf
fiddlers124,1980results.pdf,List contestants for the Oldtime Fiddler contest [5],National Oldtime Fiddle Contest and Festival Organization,1980,1980,"List preliminaries, round and finals of the Oldtime Fiddler contest 1980",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1980results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1980results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1980results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1980results_th.jpg,1980Results.pdf
fiddlers125,1981results.pdf,List contestants for the Oldtime Fiddler contest [6],National Oldtime Fiddle Contest and Festival Organization,1981,1981,"List preliminaries, round and finals of the Oldtime Fiddler contest 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1981results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1981results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1981results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1981results_th.jpg,1981Results.pdf
fiddlers126,1982results.pdf,List contestants for the Oldtime Fiddler contest [7],National Oldtime Fiddle Contest and Festival Organization,1982,1982,"List preliminaries, round and finals of the Oldtime Fiddler contest 1982",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1982results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1982results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1982results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1982results_th.jpg,1982Results.pdf
fiddlers127,1983results.pdf,List contestants for the Oldtime Fiddler contest [8],National Oldtime Fiddle Contest and Festival Organization,1983,1983,"List preliminaries, round and finals of the Oldtime Fiddler contest 1983",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1983results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1983results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1983results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1983results_th.jpg,1983Results.pdf
fiddlers128,1984results.pdf,List contestants for the Oldtime Fiddler contest [9],National Oldtime Fiddle Contest and Festival Organization,1984,1984,"List preliminaries, round and finals of the Oldtime Fiddler contest 1984",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1984results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1984results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1984results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1984results_th.jpg,1984Results.pdf
fiddlers129,1985results.pdf,List contestants for the Oldtime Fiddler contest [10],National Oldtime Fiddle Contest and Festival Organization,1985,1985,"List preliminaries, round and finals of the Oldtime Fiddler contest 1985",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1985results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1985results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1985results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1985results_th.jpg,1985Results.pdf
fiddlers130,1987results.pdf,List contestants for the Oldtime Fiddler contest [11],National Oldtime Fiddle Contest and Festival Organization,1987,1987,"List preliminaries, round and finals of the Oldtime Fiddler contest 1987",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",scrapbook,scrapbook,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,1987results,https://www.lib.uidaho.edu/digital/objects/fiddlers/1987results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1987results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1987results_th.jpg,1987Results.pdf
